Instance,Income
135423,5876.779657
135424,61814.26483
135425,25979.81738
135426,33681.52807
135427,145406.0652
135428,29813.66488
135429,215382.1143
135430,16380.49708
135431,47651.37201
135432,70039.92859
135433,31648.63659
135434,11450.45714
135435,39186.01112
135436,26233.04665
135437,33718.8159
135438,46955.93081
135439,9877.590312
135440,110981.3349
135441,70420.26827
135442,6833.048917
135443,92308.9496
135444,35613.45731
135445,69558.79408
135446,193412.8012
135447,39029.42858
135448,249881.9191
135449,81745.88254
135450,41725.262
135451,108820.1401
135452,41276.87492
135453,4299.985432
135454,94854.97122
135455,10629.15304
135456,121610.5848
135457,17661.80325
135458,28630.72606
135459,22130.45636
135460,211993.6389
135461,19562.30502
135462,93429.39655
135463,194992.7803
135464,12755.73032
135465,527595.3005
135466,26345.57474
135467,85045.99862
135468,76480.86857
135469,30425.07319
135470,83116.00353
135471,24623.84806
135472,40925.27717
135473,39803.2337
135474,88505.04358
135475,52097.20191
135476,89171.62999
135477,36765.09774
135478,20081.93246
135479,34054.4615
135480,96125.18112
135481,82178.7123
135482,74815.97358
135483,30898.7472
135484,45339.42155
135485,132356.1372
135486,153068.8495
135487,148148.9956
135488,29984.73202
135489,262226.3587
135490,27298.73505
135491,16856.06275
135492,58849.12581
135493,97453.48475
135494,264919.1378
135495,47626.40945
135496,51184.6189
135497,42166.92035
135498,294570.4822
135499,87664.33143
135500,2857.260101
135501,22980.86017
135502,165441.6129
135503,48175.40389
135504,23818.91694
135505,551751.3078
135506,312391.651
135507,14640.75466
135508,60062.17065
135509,24581.5323
135510,115371.4394
135511,11813.78156
135512,109349.5235
135513,390347.9721
135514,245539.6958
135515,20352.23032
135516,31429.17862
135517,387555.3145
135518,98742.69438
135519,19570.23103
135520,86048.12902
135521,165859.0695
135522,177438.3479
135523,184260.4164
135524,57532.82851
135525,19319.87826
135526,35932.94868
135527,-1965.067254
135528,31572.03158
135529,92295.62156
135530,29895.99692
135531,23247.26637
135532,78966.31465
135533,34966.74816
135534,25288.89115
135535,59130.78706
135536,205582.5236
135537,59909.95579
135538,88979.77805
135539,75726.36347
135540,1181110.953
135541,824063.5534
135542,16413.57736
135543,155725.1885
135544,245956.3351
135545,105102.1692
135546,627370.8223
135547,130655.8704
135548,31447.93783
135549,64726.9733
135550,188174.2605
135551,90885.28028
135552,87712.44049
135553,135053.0576
135554,789723.9489
135555,85108.94805
135556,203476.0616
135557,267004.1454
135558,38978.90903
135559,49751.44484
135560,58030.51976
135561,52763.92408
135562,227754.3826
135563,11357.35824
135564,24006.9507
135565,48904.31793
135566,67812.15537
135567,343201.1335
135568,82210.00809
135569,58319.30801
135570,245911.9238
135571,9603.866048
135572,45726.24841
135573,1272311.305
135574,56503.28665
135575,101947.7316
135576,136033.841
135577,111558.7954
135578,62570.58081
135579,26057.52405
135580,316069.5081
135581,76044.38205
135582,199542.336
135583,314201.6165
135584,21900.86902
135585,30869.59357
135586,83478.03476
135587,65583.03951
135588,8375.389853
135589,26828.90845
135590,40587.85217
135591,26875.79391
135592,14652.92772
135593,12335.06857
135594,255020.2431
135595,113899.2691
135596,168963.2966
135597,530439.5223
135598,196370.4431
135599,60975.59325
135600,83787.27088
135601,286102.6918
135602,100451.2756
135603,24942.43519
135604,304648.5236
135605,18685.57343
135606,33303.29421
135607,105173.6835
135608,89388.96692
135609,53746.81854
135610,124161.8655
135611,357033.7912
135612,22699.97765
135613,244475.4413
135614,56354.7505
135615,18239.81441
135616,4771.413046
135617,136247.9848
135618,8706.509814
135619,33479.97377
135620,335572.2973
135621,9909.795924
135622,66732.94467
135623,10180.86933
135624,502615.8186
135625,552613.4519
135626,72025.2221
135627,51782.02273
135628,326570.9452
135629,42577.09038
135630,120553.9906
135631,23481.90718
135632,155189.0548
135633,34202.37975
135634,70568.83112
135635,57562.34948
135636,139606.786
135637,55426.63712
135638,96442.36427
135639,25874.81848
135640,30013.22406
135641,76538.64189
135642,225961.7239
135643,57229.08871
135644,104193.3516
135645,86574.07225
135646,136565.6848
135647,484269.055
135648,23024.12166
135649,31951.4216
135650,99526.26689
135651,44777.68238
135652,125181.4709
135653,67003.4393
135654,109114.881
135655,114594.9027
135656,8656.889731
135657,3357.096671
135658,120264.1972
135659,62537.62945
135660,60219.52572
135661,116429.7761
135662,121516.2374
135663,45898.15272
135664,249727.3296
135665,40620.66037
135666,15743.76208
135667,33061.55712
135668,85590.3153
135669,115195.3739
135670,181534.7513
135671,28022.13868
135672,62749.86899
135673,13703.04716
135674,289320.042
135675,245865.06
135676,206733.531
135677,38238.00409
135678,30442.68143
135679,46741.51538
135680,58470.05179
135681,58875.33912
135682,21707.67542
135683,84885.36881
135684,153595.1842
135685,38334.78977
135686,42792.74409
135687,28218.50127
135688,400492.1778
135689,299185.4278
135690,21287.75158
135691,21087.54063
135692,6442.206194
135693,149293.7842
135694,86548.98939
135695,22588.61338
135696,47031.1178
135697,18254.7168
135698,44835.63549
135699,80712.79564
135700,106266.85
135701,669286.816
135702,5065.271147
135703,54747.46583
135704,32823.11089
135705,256267.823
135706,125361.7132
135707,164954.8435
135708,39645.34297
135709,50511.64957
135710,30462.89497
135711,37827.20266
135712,43290.85823
135713,15798.86074
135714,74627.16094
135715,166444.9474
135716,48282.86612
135717,156493.0827
135718,185755.2679
135719,394686.129
135720,173097.4525
135721,87052.21744
135722,218627.5367
135723,27891.32072
135724,34352.8548
135725,2255.61235
135726,177857.4664
135727,284460.3801
135728,33846.8574
135729,120560.1162
135730,24138.22274
135731,220727.7985
135732,14543.54637
135733,62148.81003
135734,23289.0616
135735,35371.76949
135736,81216.69977
135737,33064.04662
135738,33172.38964
135739,550221.2603
135740,180485.6442
135741,668105.6319
135742,70917.96546
135743,47917.24478
135744,8811.441565
135745,30445.66035
135746,25668.37948
135747,27629.64984
135748,95807.65509
135749,251435.5027
135750,80230.42049
135751,26051.42812
135752,79163.0896
135753,3771.746577
135754,23317.51175
135755,41478.20671
135756,80925.40804
135757,78323.52439
135758,145068.4153
135759,61354.35225
135760,266855.0309
135761,57996.07972
135762,31361.56331
135763,139765.4273
135764,196970.5639
135765,18975.9825
135766,197455.0072
135767,339175.332
135768,13066.38104
135769,5539.2811
135770,75043.7183
135771,57505.92232
135772,69682.09543
135773,26234.84005
135774,372769.0945
135775,24508.03843
135776,54846.98837
135777,143645.2885
135778,96455.21655
135779,197190.4161
135780,96042.954
135781,32605.81886
135782,44743.54435
135783,67712.93016
135784,40144.60382
135785,28102.32558
135786,20520.14169
135787,65724.6967
135788,18608.58311
135789,42178.20734
135790,151084.2731
135791,211919.387
135792,77614.80108
135793,49500.81986
135794,578871.6469
135795,240884.151
135796,66591.61017
135797,214952.9895
135798,85916.7218
135799,90849.50017
135800,28862.16098
135801,73733.76085
135802,42496.71911
135803,230542.5631
135804,89515.96973
135805,19577.61923
135806,46193.32888
135807,281303.153
135808,105360.7156
135809,252019.7687
135810,36982.57078
135811,116932.702
135812,343307.7838
135813,8129.528075
135814,44004.77296
135815,51523.97397
135816,139744.1306
135817,271718.9616
135818,116953.3599
135819,55005.54477
135820,32240.60064
135821,31979.95746
135822,94497.98454
135823,112650.2461
135824,83134.08188
135825,66268.42673
135826,181971.9733
135827,32871.07613
135828,33598.36723
135829,741088.5806
135830,52384.31439
135831,18887.16457
135832,31995.71999
135833,281586.9308
135834,13283.89898
135835,51284.69989
135836,43774.69305
135837,37168.79533
135838,46491.91191
135839,134026.4741
135840,311446.1434
135841,67949.57691
135842,7958.265495
135843,537348.209
135844,26780.78126
135845,15456.24987
135846,1042.894593
135847,31188.16352
135848,79982.99054
135849,262537.1028
135850,47112.14876
135851,58139.32192
135852,207539.6735
135853,746.7798788
135854,174268.2405
135855,8697.061389
135856,68178.49051
135857,75272.1729
135858,21768.12618
135859,38157.71919
135860,62181.75986
135861,381121.4413
135862,104430.1396
135863,275872.1139
135864,38000.23078
135865,24923.30904
135866,53943.62908
135867,32674.81173
135868,146821.5445
135869,99416.6476
135870,162053.7864
135871,92650.93615
135872,29662.72674
135873,46239.00054
135874,10111.54601
135875,128002.1895
135876,60115.72341
135877,16108.53463
135878,131458.7959
135879,100178.3015
135880,32784.068
135881,78280.0676
135882,82648.51411
135883,52242.90992
135884,9398.193566
135885,33714.24257
135886,44511.87565
135887,284277.3132
135888,46884.26853
135889,48760.25178
135890,27170.78833
135891,57982.96332
135892,79481.36216
135893,38478.97815
135894,18707.89137
135895,4120.44768
135896,33012.53794
135897,13299.13289
135898,16440.81738
135899,378473.5309
135900,121011.024
135901,5494.470563
135902,37063.30359
135903,601450.7797
135904,49190.29625
135905,96929.59413
135906,113157.6325
135907,211238.6002
135908,30723.90657
135909,126902.9366
135910,76130.70218
135911,94248.94437
135912,158076.552
135913,39698.90676
135914,72973.29108
135915,31743.13724
135916,52637.29897
135917,40505.52475
135918,176731.5261
135919,42697.36344
135920,261570.479
135921,231000.237
135922,58950.41092
135923,186985.3445
135924,68396.4395
135925,66041.38028
135926,32383.55659
135927,62948.45463
135928,63342.8944
135929,49718.97965
135930,68683.47519
135931,63960.0795
135932,61754.22965
135933,57061.19752
135934,67167.22943
135935,51749.24348
135936,116042.7117
135937,676132.6016
135938,147204.4533
135939,97681.05916
135940,59914.14136
135941,117216.3128
135942,39405.3077
135943,8322.639018
135944,64050.74226
135945,33395.89988
135946,22462.32642
135947,89230.44727
135948,174726.7162
135949,151332.2993
135950,14276.56812
135951,46069.2059
135952,86403.15057
135953,167112.1222
135954,152215.7709
135955,4536.813057
135956,42649.04484
135957,83000.88656
135958,46867.0718
135959,291033.805
135960,51850.07019
135961,26304.83405
135962,52870.848
135963,44008.52574
135964,30644.33544
135965,29396.48372
135966,24893.84673
135967,64293.71118
135968,18805.75916
135969,97400.00762
135970,61292.31592
135971,54349.74738
135972,50384.58107
135973,122873.1754
135974,30499.10605
135975,29806.32802
135976,28447.86735
135977,28027.31929
135978,58264.12155
135979,148805.6482
135980,136243.2141
135981,100769.2831
135982,123408.3162
135983,81883.72034
135984,3964.452141
135985,44742.7239
135986,10982.03166
135987,28158.0776
135988,41549.47577
135989,51971.91238
135990,286664.6223
135991,65878.05476
135992,53842.64203
135993,89507.69157
135994,119778.1672
135995,8338.539093
135996,107923.6127
135997,37565.91748
135998,22158.59753
135999,684559.5255
136000,389333.675
136001,26412.86251
136002,311147.9955
136003,98172.07869
136004,200304.3067
136005,54524.12275
136006,257025.5394
136007,214344.836
136008,42933.46088
136009,38136.93953
136010,256394.1503
136011,16054.66535
136012,82001.98409
136013,31019.11223
136014,24685.7951
136015,30993.47712
136016,53307.56551
136017,160589.4813
136018,79088.28383
136019,66006.09072
136020,27240.22759
136021,160097.6482
136022,57937.91315
136023,92016.80334
136024,69848.75848
136025,96683.63525
136026,428544.2388
136027,59955.83579
136028,1606.070154
136029,8409.493068
136030,129776.9323
136031,38144.98339
136032,314174.4751
136033,446090.6403
136034,33654.09313
136035,176794.1735
136036,143476.4306
136037,41421.10305
136038,95008.51055
136039,11150.80506
136040,16858.95906
136041,61614.90286
136042,331241.5514
136043,115730.9836
136044,52132.5494
136045,20698.37966
136046,15819.75052
136047,22330.68734
136048,1891013.092
136049,22704.7091
136050,2663.440259
136051,19713.22046
136052,130546.1876
136053,112632.629
136054,12443.21263
136055,16611.85729
136056,56866.22306
136057,167154.9992
136058,97841.86915
136059,27695.29871
136060,60433.12614
136061,29863.05294
136062,14196.39992
136063,134281.2418
136064,80461.64578
136065,60700.62374
136066,154017.707
136067,248921.0055
136068,46746.96638
136069,340835.0252
136070,240360.4007
136071,523775.3706
136072,46418.78643
136073,72112.94725
136074,60016.39126
136075,101444.1727
136076,64871.12416
136077,152175.2483
136078,86203.32311
136079,18107.82367
136080,58233.36052
136081,332298.7577
136082,87903.71666
136083,46298.68232
136084,30853.47066
136085,43347.9806
136086,31533.09499
136087,157802.9124
136088,11072.71551
136089,111977.1927
136090,301737.0803
136091,82754.59645
136092,126007.7787
136093,192400.9908
136094,92509.03498
136095,7241.172777
136096,204457.0284
136097,52210.18558
136098,21376.53774
136099,125221.0091
136100,40617.64861
136101,54464.09904
136102,327725.5066
136103,92570.37864
136104,58418.57
136105,50745.40708
136106,44174.58225
136107,91947.56069
136108,166613.9781
136109,74611.17144
136110,80273.58304
136111,21301.54831
136112,88957.14954
136113,40715.02885
136114,52927.23189
136115,153581.5553
136116,78634.53541
136117,121690.7093
136118,310417.0284
136119,10953.27115
136120,23514.69066
136121,26480.93225
136122,27027.28107
136123,46938.42517
136124,7628.186642
136125,31946.45132
136126,31339.31286
136127,467874.4129
136128,403742.3004
136129,144187.5236
136130,612471.3622
136131,29556.18601
136132,143340.9647
136133,228070.6204
136134,590945.3314
136135,172530.3654
136136,71217.85745
136137,29208.06577
136138,64490.96733
136139,131644.6144
136140,19397.0601
136141,43674.77113
136142,73470.91115
136143,126330.7279
136144,20871.04382
136145,99635.71729
136146,16169.69898
136147,57393.02614
136148,125469.5913
136149,34641.23619
136150,348262.9151
136151,49923.3189
136152,41972.81678
136153,91236.88594
136154,198668.2433
136155,179399.8579
136156,69684.8865
136157,28006.70165
136158,39103.81084
136159,37362.30597
136160,72910.35254
136161,26001.18005
136162,402315.2343
136163,61371.32215
136164,151248.0558
136165,231187.5995
136166,134122.2997
136167,47458.26361
136168,63659.51446
136169,38297.04655
136170,31366.74494
136171,65048.35605
136172,11302.13285
136173,51261.51155
136174,149832.492
136175,41120.44804
136176,37992.50442
136177,36214.07025
136178,93189.73376
136179,199633.2472
136180,40864.99692
136181,86534.78739
136182,43383.18921
136183,45973.35739
136184,32640.88268
136185,64761.72787
136186,111755.1796
136187,55102.93165
136188,36167.35573
136189,31786.70085
136190,191342.2797
136191,43512.81776
136192,70126.40501
136193,67277.69191
136194,233878.7167
136195,132310.4962
136196,205842.5816
136197,114610.5304
136198,38147.17754
136199,7301.345814
136200,17900.58738
136201,123027.3707
136202,74286.27866
136203,26431.0048
136204,328993.7559
136205,37512.11843
136206,24787.02493
136207,14194.99103
136208,28912.70483
136209,140067.4154
136210,9848.970302
136211,28676.80156
136212,28109.98575
136213,35378.79157
136214,251934.6439
136215,44299.33227
136216,67379.32359
136217,25906.1776
136218,45624.43562
136219,304486.1523
136220,19583.80028
136221,19039.54332
136222,272121.0874
136223,30363.03883
136224,160077.9131
136225,39325.22632
136226,39278.09903
136227,177881.0691
136228,21708.64328
136229,49413.6558
136230,273750.3318
136231,32088.61096
136232,163037.811
136233,195095.5652
136234,39324.75097
136235,364720.2782
136236,30225.09876
136237,99066.34587
136238,64250.34699
136239,108645.8463
136240,289644.3501
136241,42362.17399
136242,72857.19492
136243,13504.68468
136244,64233.35487
136245,30633.33087
136246,52196.92816
136247,104318.8846
136248,9099.725033
136249,78212.26157
136250,631030.7257
136251,406009.5196
136252,35432.0982
136253,111042.1953
136254,70465.89035
136255,182820.8072
136256,354015.7943
136257,101311.9475
136258,330931.7653
136259,149525.7336
136260,29288.66964
136261,73434.02019
136262,275870.4043
136263,88694.92159
136264,310859.524
136265,21907.93872
136266,40916.64196
136267,52208.76408
136268,19024.97917
136269,45706.15472
136270,30886.7505
136271,101057.7619
136272,27618.48998
136273,47001.87489
136274,5876.917345
136275,5854.334204
136276,201406.2947
136277,32162.93994
136278,121270.4234
136279,18297.59275
136280,450096.1209
136281,50968.24819
136282,38114.57229
136283,33427.59245
136284,193316.2918
136285,160110.3821
136286,294948.4688
136287,71751.96486
136288,146459.7451
136289,41046.42282
136290,59065.01859
136291,27273.13094
136292,117419.0782
136293,77946.50466
136294,120245.2245
136295,167845.2875
136296,93822.65377
136297,198141.7801
136298,21446.84579
136299,204831.7065
136300,342080.9014
136301,74838.04588
136302,496099.3962
136303,49918.28852
136304,29831.1825
136305,26744.45523
136306,65807.16351
136307,17699.06354
136308,97651.39367
136309,85063.36671
136310,41135.82954
136311,62593.52354
136312,34053.94047
136313,44023.98411
136314,69685.33372
136315,61664.3586
136316,59415.00227
136317,45107.54668
136318,171538.4523
136319,7360.924219
136320,224099.5063
136321,48823.38522
136322,139261.9545
136323,35314.09789
136324,239742.0298
136325,35606.03112
136326,197754.8895
136327,42485.33096
136328,76184.4417
136329,33587.89007
136330,103179.538
136331,37294.19499
136332,141829.8238
136333,118340.9661
136334,35285.65271
136335,66019.98969
136336,66239.03768
136337,155439.4208
136338,66523.59391
136339,415105.7188
136340,114741.6551
136341,13065.48088
136342,64857.32552
136343,46640.58849
136344,31429.27542
136345,131254.5023
136346,6908.704157
136347,212267.9449
136348,10272.4822
136349,11748.36554
136350,30919.70236
136351,128198.4903
136352,4292.247616
136353,277060.3959
136354,292785.6972
136355,267774.0849
136356,74337.40751
136357,75526.15305
136358,157288.2232
136359,4036.438686
136360,701285.8466
136361,45583.75928
136362,39437.98173
136363,120056.9955
136364,397370.7334
136365,307239.5692
136366,117862.3126
136367,50245.23986
136368,25069.75712
136369,47238.76122
136370,37546.12939
136371,44659.26386
136372,93231.37396
136373,60467.15666
136374,185396.3015
136375,101062.7599
136376,289639.953
136377,104316.7458
136378,116038.1506
136379,33774.45135
136380,95156.36358
136381,243912.8013
136382,24907.75728
136383,32964.00204
136384,129952.4741
136385,75129.75528
136386,38092.24825
136387,106332.6851
136388,303020.1598
136389,121121.6605
136390,69979.71693
136391,62544.5641
136392,105507.6388
136393,7062.21842
136394,89557.73185
136395,220817.571
136396,38898.84526
136397,29856.96706
136398,160635.5876
136399,39702.93143
136400,50192.9701
136401,123560.0801
136402,37824.59561
136403,64591.12746
136404,135305.5732
136405,84646.81715
136406,31028.0239
136407,75720.00709
136408,51470.80987
136409,17217.11822
136410,20985.44934
136411,105397.4969
136412,41908.98342
136413,52428.09586
136414,342713.5425
136415,99090.09798
136416,3635.004758
136417,73799.99072
136418,61424.49326
136419,45063.46566
136420,104390.6264
136421,262594.2412
136422,617163.1002
136423,150556.3724
136424,120660.3593
136425,13613.0927
136426,253379.9769
136427,59750.46576
136428,58534.98556
136429,20733.56747
136430,11998.00481
136431,254748.7149
136432,178393.9142
136433,139356.6399
136434,63948.65354
136435,148662.6806
136436,89879.54194
136437,79617.64464
136438,125439.4884
136439,309738.3196
136440,95662.40068
136441,105950.2415
136442,7705.688062
136443,105259.477
136444,412494.4394
136445,46765.51868
136446,103642.4185
136447,68179.664
136448,246120.8435
136449,45684.61835
136450,109864.8919
136451,177698.5451
136452,122377.9957
136453,41348.44052
136454,5661.038358
136455,23661.51305
136456,76198.05638
136457,80193.95307
136458,33654.34145
136459,250821.2269
136460,43381.64325
136461,100603.8532
136462,67385.33964
136463,43927.16249
136464,67187.86685
136465,158069.3684
136466,13858.59979
136467,60588.71289
136468,101864.8687
136469,52141.92028
136470,42819.06791
136471,95275.50352
136472,38660.42264
136473,34223.38886
136474,15269.9564
136475,199253.7855
136476,59175.80558
136477,9058.662911
136478,8948.328952
136479,129027.8934
136480,239758.2748
136481,43898.75313
136482,34687.65627
136483,20033.8799
136484,81975.76502
136485,18140.58206
136486,21803.37373
136487,42084.50738
136488,76238.71504
136489,130268.9407
136490,133951.4209
136491,112882.0738
136492,44786.63645
136493,85688.41666
136494,103016.4161
136495,102375.0886
136496,36762.66383
136497,32966.54297
136498,112469.193
136499,49004.27253
136500,51596.90385
136501,18313.11248
136502,197394.3257
136503,78468.38594
136504,234376.8496
136505,117185.5308
136506,80801.39993
136507,63125.79684
136508,77135.77145
136509,32361.05284
136510,31287.48516
136511,555081.9256
136512,50512.76831
136513,146558.2008
136514,126083.4432
136515,77525.66151
136516,58839.35654
136517,74703.94977
136518,2064.446448
136519,159399.8382
136520,45539.04581
136521,379132.037
136522,7281.762908
136523,275585.3964
136524,903302.0131
136525,10498.74371
136526,383108.6587
136527,294587.4221
136528,129650.466
136529,37149.55577
136530,100617.1602
136531,219896.3503
136532,35285.54483
136533,163730.6154
136534,56043.25724
136535,29652.63998
136536,87265.86323
136537,83982.54433
136538,104392.0319
136539,12350.69049
136540,93712.87318
136541,35874.67543
136542,52498.26187
136543,622806.834
136544,530209.2732
136545,51715.09952
136546,184729.5033
136547,159522.6306
136548,18636.90183
136549,34327.51057
136550,104440.9768
136551,240250.222
136552,27249.82991
136553,18127.73847
136554,31138.32731
136555,68758.3427
136556,8573.982101
136557,55967.98127
136558,257090.9219
136559,445942.9041
136560,358564.2588
136561,53589.41689
136562,25434.27226
136563,67549.76762
136564,29511.53334
136565,40706.03683
136566,54997.50773
136567,45590.67156
136568,254449.4155
136569,6841.641434
136570,13565.99391
136571,54876.88334
136572,145500.8081
136573,34888.61842
136574,24403.23699
136575,322002.2671
136576,19472.69259
136577,434628.4652
136578,67956.94485
136579,36318.12893
136580,27476.54856
136581,64276.8581
136582,38048.2057
136583,6462.025636
136584,481649.4752
136585,36087.81606
136586,271903.185
136587,18574.88503
136588,29064.20916
136589,4074.163982
136590,109848.9307
136591,38000.35146
136592,66184.05301
136593,47411.21352
136594,95891.60607
136595,223467.6314
136596,39942.99978
136597,38718.21394
136598,6828.006137
136599,137541.1103
136600,93585.71906
136601,113937.7697
136602,132436.2808
136603,997439.5819
136604,76676.66617
136605,71183.02406
136606,99030.33806
136607,38825.89786
136608,73938.85758
136609,65809.06169
136610,96833.91849
136611,129500.9251
136612,198516.2548
136613,28860.68801
136614,13558.13584
136615,18933.9554
136616,210437.6096
136617,22460.11655
136618,48286.31342
136619,272212.006
136620,261684.8861
136621,342877.3193
136622,8797.335087
136623,5156.198628
136624,40482.65107
136625,107601.0728
136626,95274.92336
136627,78312.89476
136628,47760.5871
136629,64502.78608
136630,187928.333
136631,27173.44766
136632,36119.27919
136633,135164.5904
136634,34334.24126
136635,42948.20784
136636,125740.0383
136637,114148.1864
136638,278491.7215
136639,33316.48315
136640,187672.5531
136641,60252.29024
136642,102990.1896
136643,12017.429
136644,30130.04794
136645,43203.15848
136646,95929.42543
136647,155108.9359
136648,26767.83964
136649,34439.47008
136650,361202.1535
136651,35952.62728
136652,56590.61102
136653,28807.18464
136654,37336.39712
136655,35356.76295
136656,56851.9801
136657,222959.8182
136658,62670.39966
136659,116553.5098
136660,134262.7692
136661,89218.50358
136662,93654.11118
136663,543295.5484
136664,22063.60091
136665,26823.63113
136666,302470.54
136667,100105.2865
136668,156601.4923
136669,200406.9968
136670,72361.51188
136671,134542.1609
136672,112175.7207
136673,17001.25235
136674,170300.7209
136675,38402.25256
136676,23023.82668
136677,11341.4716
136678,115371.4529
136679,24889.98622
136680,9734.419896
136681,37873.76205
136682,74410.49119
136683,42682.58369
136684,109002.3489
136685,172924.7644
136686,100870.6793
136687,269261.2275
136688,52365.01961
136689,64540.72767
136690,90046.38396
136691,33275.65116
136692,107634.5603
136693,464092.962
136694,96429.75842
136695,131897.4505
136696,20053.27452
136697,204004.3361
136698,58329.29314
136699,41515.97055
136700,258034.0177
136701,321836.4256
136702,148022.4324
136703,262630.6852
136704,109661.6849
136705,24469.36415
136706,26496.87282
136707,260495.1474
136708,162976.715
136709,117436.2073
136710,68425.49156
136711,27414.49073
136712,276655.3365
136713,152951.6456
136714,7790.571554
136715,8773.217445
136716,224396.9216
136717,155447.8883
136718,49130.19765
136719,38882.90937
136720,28076.74939
136721,97155.31252
136722,30500.52592
136723,5666.593963
136724,511658.0971
136725,93629.77307
136726,106972.9146
136727,45000.91024
136728,36577.34116
136729,31850.13295
136730,19186.80579
136731,31760.19807
136732,43643.29017
136733,19604.27523
136734,127900.4986
136735,3953.054861
136736,70369.5868
136737,58230.80609
136738,143262.994
136739,21020.94051
136740,31959.99348
136741,47673.53855
136742,19922.0847
136743,76841.43044
136744,350116.1158
136745,7549.069871
136746,38929.39616
136747,77762.97903
136748,56308.7575
136749,-785.5543466
136750,28632.90702
136751,51078.32281
136752,279748.241
136753,146949.4761
136754,120190.7705
136755,36154.31641
136756,41013.08417
136757,27048.99373
136758,129027.2844
136759,29607.78204
136760,148497.5542
136761,39186.2839
136762,84164.947
136763,219225.1281
136764,202658.0623
136765,5340.665687
136766,58613.06994
136767,194078.2476
136768,65373.57419
136769,44067.76818
136770,41508.18743
136771,59637.44286
136772,75374.53731
136773,65267.54942
136774,272795.5402
136775,42135.77969
136776,115579.5754
136777,99616.60318
136778,350086.2249
136779,21426.84816
136780,6549.015768
136781,71265.02338
136782,111800.3534
136783,93229.86288
136784,20822.09173
136785,186776.1827
136786,27089.86465
136787,51718.14176
136788,18025.61343
136789,37181.0976
136790,10220.75174
136791,26588.25777
136792,188071.6781
136793,117059.0167
136794,31812.38729
136795,24162.57896
136796,227346.5178
136797,297650.433
136798,37641.14448
136799,34190.17659
136800,61408.03635
136801,72191.56398
136802,151961.1408
136803,158242.0971
136804,116852.4366
136805,62790.9352
136806,85818.22026
136807,15517.43997
136808,58994.09173
136809,72261.31074
136810,25253.00433
136811,27547.20624
136812,34126.58616
136813,281335.5421
136814,19723.88973
136815,28302.72959
136816,27457.9069
136817,200282.6886
136818,121733.263
136819,57266.13757
136820,22285.81761
136821,14326.1822
136822,34934.58931
136823,146294.1573
136824,139397.462
136825,91290.18623
136826,127337.3152
136827,34508.31658
136828,43391.93429
136829,34128.32146
136830,40489.99548
136831,72534.19004
136832,37904.69756
136833,51767.31937
136834,33403.79081
136835,62393.28639
136836,106199.0177
136837,15550.37349
136838,81953.56891
136839,250286.2146
136840,84486.72895
136841,512978.4813
136842,25109.1508
136843,777166.6838
136844,135128.2146
136845,48885.14161
136846,40769.62537
136847,148804.8623
136848,15136.53756
136849,165088.8057
136850,209522.62
136851,95689.74672
136852,26163.02989
136853,27122.41368
136854,105328.5822
136855,42999.73861
136856,37035.44056
136857,65286.37605
136858,54306.6711
136859,144214.2873
136860,81816.26402
136861,13879.05188
136862,39872.00359
136863,630700.8699
136864,109550.3385
136865,44306.4997
136866,400142.3665
136867,62792.655
136868,29975.76003
136869,196085.1774
136870,277202.5368
136871,227119.5911
136872,46406.26394
136873,141973.4698
136874,53644.42324
136875,218383.3004
136876,119348.7014
136877,80295.81926
136878,166457.1458
136879,144141.3986
136880,9966.388763
136881,19315.03206
136882,21380.85204
136883,44262.26406
136884,109200.2438
136885,84148.33072
136886,9773.865688
136887,29658.55151
136888,29987.92037
136889,10324.77518
136890,58944.84956
136891,22125.68145
136892,39718.50198
136893,61763.49687
136894,25127.96461
136895,25592.25397
136896,20845.78805
136897,53473.51086
136898,10662.13902
136899,23121.48771
136900,383548.0331
136901,25903.83503
136902,191155.23
136903,147806.7946
136904,37629.35488
136905,65861.32199
136906,105726.0429
136907,257146.7763
136908,34474.8739
136909,39459.25207
136910,116266.566
136911,318895.5623
136912,26380.92799
136913,133520.2254
136914,57235.81695
136915,19506.89337
136916,28523.04504
136917,16879.05238
136918,228878.4379
136919,32142.39062
136920,235462.1896
136921,752788.8581
136922,122669.8537
136923,133703.6193
136924,27740.73347
136925,23252.57131
136926,246515.5007
136927,25544.67727
136928,95293.76381
136929,9598.267756
136930,9379.888398
136931,10747.5126
136932,52872.05946
136933,35427.04249
136934,367632.8695
136935,21851.38856
136936,44498.70157
136937,362998.6948
136938,191697.4483
136939,33646.28811
136940,47570.6426
136941,4793.638005
136942,184590.7782
136943,49045.21673
136944,88234.74531
136945,315088.277
136946,341592.4521
136947,485013.6475
136948,135969.2583
136949,512043.8718
136950,171511.1463
136951,19198.7576
136952,281781.34
136953,54373.0202
136954,175285.0937
136955,46307.42212
136956,49064.85001
136957,36686.49622
136958,40049.1626
136959,82925.04773
136960,68836.49812
136961,61123.17366
136962,39559.19112
136963,139848.3886
136964,233852.6482
136965,33647.34178
136966,38855.80598
136967,15296.5306
136968,39557.72696
136969,61329.27386
136970,39125.89911
136971,266557.6323
136972,112099.2294
136973,123384.7536
136974,93667.50554
136975,391718.4835
136976,82222.53989
136977,70986.20908
136978,109514.486
136979,23294.0245
136980,26979.20611
136981,154180.2695
136982,52776.47357
136983,83033.72515
